Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
1139;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;Faculdade;Privada Com Fins Lucrativos;MG;8;1;1,943052405;0;0;0;0;1,943052405;2
1141;FACULDADE GAMA E SOUZA;FGS;Faculdade;Privada Sem Fins Lucrativos;RJ;16;1;2,418133657;0;0;0;0;2,418133657;3
1142;FACULDADES INTEGRADAS DE VITÓRIA;FDV;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;ES;1;0,79491256;3,298040919;0,107313196;5;0,097774245;5;3,647091351;4
1143;Faculdade de Ciências de Timbaúba;FACET;Faculdade;Privada Sem Fins Lucrativos;PE;1;1;2,794361018;0;0;0;0;2,794361018;3
1144;FACULDADE DE CIÊNCIAS HUMANAS;IMENSU;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,119796872;0;0;0;0;2,119796872;3
1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada Com Fins Lucrativos;SP;44;1;3,239732535;0;0;0;0;3,239732535;4
1151;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;FANESE;Faculdade;Privada Com Fins Lucrativos;SE;9;1;3,17775048;0;0;0;0;3,17775048;4
1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Universidade;Privada Sem Fins Lucrativos;RJ;56;0,980052691;2,097275306;0,017904188;4,053156146;0,002043121;4,5;2,137202821;3
1155;FACULDADE SALESIANA DE SANTA TERESA;FSST;Faculdade;Privada Sem Fins Lucrativos;MS;2;1;1,875693404;0;0;0;0;1,875693404;2
1156;FACULDADE CNEC ITABORAÍ;;Faculdade;Privada Sem Fins Lucrativos;RJ;3;1;2,388880661;0;0;0;0;2,388880661;3
1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Faculdade;Privada Sem Fins Lucrativos;ES;5;1;1,936501523;0;0;0;0;1,936501523;2
1159;CENTRO DE ENSINO SUPERIOR DE VITÓRIA;CESV;Faculdade;Privada Com Fins Lucrativos;ES;1;1;2,016551551;0;0;0;0;2,016551551;3
1160;FACULDADE CAMBURY;CAMBURY;Faculdade;Privada Com Fins Lucrativos;GO;8;1;2,063627006;0;0;0;0;2,063627006;3
1161;INSPER INSTITUTO DE ENSINO E PESQUISA;INSPER;Faculdade;Privada Sem Fins Lucrativos;SP;2;0,691280148;3,623489572;0,284972171;5;0,023747681;4,5;4,036571827;5
1162;FACULDADE DE ALTA FLORESTA;FAF;Faculdade;Privada Sem Fins Lucrativos;MT;2;1;2,247695281;0;0;0;0;2,247695281;3
1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;PB;18;0,991215526;2,88005114;0,008784474;4;0;0;2,889889302;3
1170;FACULDADE METROPOLITANA DE CAMAÇARI;FAMEC;Faculdade;Privada Sem Fins Lucrativos;BA;9;1;2,914766311;0;0;0;0;2,914766311;3
1173;FACULDADE ANHANGUERA DE BRASÍLIA;;Faculdade;Privada Com Fins Lucrativos;DF;7;1;2,278799253;0;0;0;0;2,278799253;3
1174;FACULDADE DE SABARÁ;SOECS;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;1,597213486;0;0;0;0;1,597213486;2
1175;FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;Faculdade;Privada Sem Fins Lucrativos;RS;7;1;2,399336599;0;0;0;0;2,399336599;3
1182;INSTITUTO DE ENSINO SUPERIOR DE AMERICANA;IESA;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;3,014813999;0;0;0;0;3,014813999;4
1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Centro Universitário;Privada Com Fins Lucrativos;BA;48;1;2,923877811;0;0;0;0;2,923877811;3
1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Centro Universitário;Privada Com Fins Lucrativos;SP;14;1;2,460034279;0;0;0;0;2,460034279;3
1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Universidade;Privada Sem Fins Lucrativos;SC;25;0,968421053;2,354260605;0,031578947;4;0;0;2,406231323;3
1190;FACULDADE INTEGRAL CANTAREIRA;F.I.C.;Faculdade;Privada Sem Fins Lucrativos;SP;5;1;2,877917922;0;0;0;0;2,877917922;3
1191;INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA;IESF;Faculdade;Privada Sem Fins Lucrativos;CE;4;1;2,395231832;0;0;0;0;2,395231832;3
1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Privada Com Fins Lucrativos;PR;53;0,99155886;3,190458041;0,00844114;4,327137546;0;0;3,200052912;4
1198;FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ;FACET;Faculdade;Privada Com Fins Lucrativos;PR;3;1;2,226357314;0;0;0;0;2,226357314;3
1201;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;MG;2;1;2,213908028;0;0;0;0;2,213908028;3
1202;FACULDADE SANTA RITA;FASAR;Faculdade;Privada Com Fins Lucrativos;MG;11;1;2,593750183;0;0;0;0;2,593750183;3
1205;FACULDADE EDUCACIONAL DA LAPA;FAEL;Faculdade;Privada Com Fins Lucrativos;PR;6;1;2,43916218;0;0;0;0;2,43916218;3
1208;FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL;;Faculdade;Privada Sem Fins Lucrativos;RN;6;1;2,817674522;0;0;0;0;2,817674522;3
1212;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS;FCCA;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,801410843;0;0;0;0;1,801410843;2
1213;FACULDADE FLEMING;SEF;Faculdade;Privada Sem Fins Lucrativos;SP;5;1;1,860202161;0;0;0;0;1,860202161;2
1219;INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR;IIES;Faculdade;Privada Com Fins Lucrativos;SP;6;1;1,996448468;0;0;0;0;1,996448468;3
1221;FACULDADE GAMMON;;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;1,894648544;0;0;0;0;1,894648544;2
1224;CENTRO UNIVERSITÁRIO DE JALES;UNIJALES;Centro Universitário;Privada Sem Fins Lucrativos;SP;10;1;2,050934129;0;0;0;0;2,050934129;3
1225;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;Centro Universitário;Privada Com Fins Lucrativos;SP;15;1;2,394857048;0;0;0;0;2,394857048;3
1226;INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;Faculdade;Privada Com Fins Lucrativos;AC;4;1;3,002510915;0;0;0;0;3,002510915;4
1227;FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB;FASB;Faculdade;Privada Sem Fins Lucrativos;BA;10;1;2,54657065;0;0;0;0;2,54657065;3
1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Centro Universitário;Privada Sem Fins Lucrativos;SP;13;1;2,412847217;0;0;0;0;2,412847217;3
1231;FACULDADE CNEC SANTO ÂNGELO;;Faculdade;Privada Sem Fins Lucrativos;RS;6;1;2,772161783;0;0;0;0;2,772161783;3
1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Centro Universitário;Privada Sem Fins Lucrativos;PR;24;0,968101113;2,958010778;0,031898887;4,5;0;0;3,007198518;4
1233;CENTRO UNIVERSITÁRIO UNIC;;Centro Universitário;Privada Com Fins Lucrativos;MT;12;1;2,417346629;0;0;0;0;2,417346629;3
1237;FACULDADE NOSSA SENHORA APARECIDA;FANAP;Faculdade;Privada Sem Fins Lucrativos;GO;8;1;2,715712848;0;0;0;0;2,715712848;3
1239;FACULDADE PADRÃO;PADRAO;Faculdade;Privada Com Fins Lucrativos;GO;6;1;2,330220486;0;0;0;0;2,330220486;3
1240;FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO;PIO XII;Faculdade;Privada Sem Fins Lucrativos;ES;4;1;2,955887679;0;0;0;0;2,955887679;4
1243;Faculdade Doctum da Serra;DOCTUM;Faculdade;Privada Sem Fins Lucrativos;ES;5;1;2,693383564;0;0;0;0;2,693383564;3
1244;FACULDADE BRASILEIRA;MULTIVIX VITÓRIA;Faculdade;Privada Com Fins Lucrativos;ES;16;1;3,516847608;0;0;0;0;3,516847608;4
1245;Faculdade de Castelo - Multivix Castelo;Multivix Castelo;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;ES;2;1;3,970771492;0;0;0;0;3,970771492;5
1246;FACULDADE CANDIDO MENDES DE VITÓRIA;FCMV;Faculdade;Privada Sem Fins Lucrativos;ES;2;1;0,756251599;0;0;0;0;0,756251599;1
1249;FACULDADE DE EDUCAÇÃO DE COSTA RICA;FECRA;Faculdade;Privada Sem Fins Lucrativos;MS;2;1;2,152790912;0;0;0;0;2,152790912;3
1252;FACULDADE PROMOVE DE MINAS GERAIS;PROMOVE;Faculdade;Privada Sem Fins Lucrativos;MG;3;1;2,630664889;0;0;0;0;2,630664889;3
1253;FACULDADE METODISTA GRANBERY;FMG;Faculdade;Privada Sem Fins Lucrativos;MG;6;1;2,634102505;0;0;0;0;2,634102505;3
1254;FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO;FAI;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;MG;1;1;1,961488119;0;0;0;0;1,961488119;3
1255;Centro Universitário FBV Wyden;UniFBV WYDEN;Centro Universitário;Privada Com Fins Lucrativos;PE;23;0,981655925;2,996111338;0,018344075;4;0;0;3,014526747;4
1256;FACULDADE DOM BOSCO;DOM BOSCO;Faculdade;Privada Sem Fins Lucrativos;PR;5;1;3,182509607;0;0;0;0;3,182509607;4
1257;FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS;FACEL;Faculdade;Privada Sem Fins Lucrativos;PR;10;1;1,865871686;0;0;0;0;1,865871686;2
1258;FACULDADE DE CASCAVEL;;Faculdade;Privada Com Fins Lucrativos;PR;13;1;2,381871869;0;0;0;0;2,381871869;3
1263;FACULDADE BEZERRA DE ARAÚJO;FABA;Faculdade;Privada Com Fins Lucrativos;RJ;4;1;2,034531486;0;0;0;0;2,034531486;3
1264;CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE;UNI-RN;Centro Universitário;Privada Sem Fins Lucrativos;RN;8;1;3,284130391;0;0;0;0;3,284130391;4
1266;FACULDADES INTEGRADAS URUBUPUNGÁ;FIU;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;1,959919829;0;0;0;0;1,959919829;3
1267;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS;IESGF;Faculdade;Privada Com Fins Lucrativos;SC;7;1;2,330111315;0;0;0;0;2,330111315;3
1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Centro Universitário;Privada Com Fins Lucrativos;SP;28;1;2,548133187;0;0;0;0;2,548133187;3
1272;FACULDADE SANT´ANNA DE SALTO;FASAS;Faculdade;Privada Sem Fins Lucrativos;SP;1;NA;0;0;0;0;0;NA;SC
1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Centro Universitário;Privada Com Fins Lucrativos;SP;26;0,952400923;2,194692854;0,046340952;4,300724638;0,001258125;4,5;2,295188737;3
1275;FACULDADE DO GUARUJÁ;FAGU;Faculdade;Privada Com Fins Lucrativos;SP;6;1;1,806581152;0;0;0;0;1,806581152;2
1276;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;I.T.E.S.;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,860786844;0;0;0;0;2,860786844;3
1279;FACULDADE DE ITÁPOLIS - FACITA;FACITA;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,653994624;0;0;0;0;2,653994624;3
1280;Faculdade Estácio Cotia;Estácio FAAC;Faculdade;Privada Com Fins Lucrativos;SP;1;1;2,486607075;0;0;0;0;2,486607075;3
1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Faculdade;Privada Com Fins Lucrativos;SP;13;1;3,286533551;0;0;0;0;3,286533551;4
1289;FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAD-FAAP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,438641773;0;0;0;0;2,438641773;3
1290;Faculdade Álvares de Azevedo;FAATESP;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,375043126;0;0;0;0;2,375043126;3
1291;FACULDADE DE SANTO ANTONIO DA PLATINA;;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,474324213;0;0;0;0;2,474324213;3
1292;Centro Universitário de Adamantina;FAI;Centro Universitário;Especial;SP;28;1;2,373408206;0;0;0;0;2,373408206;3
1294;Centro Universitário das Américas;CAM;Centro Universitário;Privada Com Fins Lucrativos;SP;11;1;2,744672416;0;0;0;0;2,744672416;3
1296;ESCOLA SUPERIOR DE MARKETING;ESM;Faculdade;Privada Sem Fins Lucrativos;PE;2;1;1,940733451;0;0;0;0;1,940733451;2
1298;Faculdade Estácio de Alagoas - Estácio FAL;ESTÁCIO FAL;Faculdade;Privada Com Fins Lucrativos;AL;9;1;2,48669134;0;0;0;0;2,48669134;3
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Faculdade;Privada Sem Fins Lucrativos;SP;23;1;2,821219343;0;0;0;0;2,821219343;3
1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH;ITES;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,030228189;0;0;0;0;2,030228189;3
1301;INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR;IMMES;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;SP;2;1;2,714721699;0;0;0;0;2,714721699;3
1302;FACULDADE BATISTA BRASILEIRA;FBB;Faculdade;Privada Sem Fins Lucrativos;BA;8;1;2,103262639;0;0;0;0;2,103262639;3
1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;GO;24;0,801759834;3,01223582;0,148809524;4,136061947;0,049430642;4,969230769;3,276207367;4
1304;FACULDADE DE RIBEIRÃO PIRES;;Faculdade;Privada Sem Fins Lucrativos;SP;8;1;2,546663546;0;0;0;0;2,546663546;3
1305;FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP;FIS;Faculdade;Privada Com Fins Lucrativos;MT;4;1;3,183754671;0;0;0;0;3,183754671;4
1307;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL;FAEF;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,536668594;0;0;0;0;2,536668594;3
1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade;Privada Com Fins Lucrativos;ES;14;1;2,172895367;0;0;0;0;2,172895367;3
1309;Faculdade Projeção de Taguatinga Norte;FAPRO;Faculdade;Privada Com Fins Lucrativos;DF;5;1;3,219496566;0;0;0;0;3,219496566;4
1310;FACULDADE DE AMERICANA;FAM;Faculdade;Privada Sem Fins Lucrativos;SP;20;1;2,471260737;0;0;0;0;2,471260737;3
1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS;TREVISAN;Faculdade;Privada Com Fins Lucrativos;SP;2;1;3,233763153;0;0;0;0;3,233763153;4
1312;FACULDADES INTEGRADAS DE RONDONÓPOLIS;FAIR;Faculdade;Privada Com Fins Lucrativos;MT;4;1;2,371164016;0;0;0;0;2,371164016;3
1313;FACULDADE DE SUZANO;UNISUZ;Faculdade;Privada Sem Fins Lucrativos;SP;8;1;2,389101287;0;0;0;0;2,389101287;3
1317;Centro Universitário Sudoeste Paulista;UniFSP;Centro Universitário;Privada Com Fins Lucrativos;SP;14;1;2,693356214;0;0;0;0;2,693356214;3
1318;FACULDADE MAURÍCIO DE NASSAU DE VITÓRIA DA CONQUISTA;FMN;Faculdade;Privada Com Fins Lucrativos;BA;2;1;2,267755159;0;0;0;0;2,267755159;3
1319;FACULDADE TECSOMA;FATEC;Faculdade;Privada Com Fins Lucrativos;MG;5;1;2,198521279;0;0;0;0;2,198521279;3
1322;FACULDADE EDUVALE DE AVARÉ;EDUVALE;Faculdade;Privada Sem Fins Lucrativos;SP;6;1;3,278716686;0;0;0;0;3,278716686;4
1325;FACULDADE DE APUCARANA;FAP;Faculdade;Privada Sem Fins Lucrativos;PR;9;1;2,46642972;0;0;0;0;2,46642972;3
1326;FACULDADE CAPIXABA DA SERRA;MULTIVIX SERRA;Faculdade;Privada Com Fins Lucrativos;ES;7;1;3,168275107;0;0;0;0;3,168275107;4
1327;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE;ESPM - POA;Faculdade;Privada Sem Fins Lucrativos;RS;5;1;3,342667511;0;0;0;0;3,342667511;4
1328;FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA;FACOTTUR;Faculdade;Privada Sem Fins Lucrativos;PE;5;1;2,13189901;0;0;0;0;2,13189901;3
1330;FACULDADE COTEMIG;COTEMIG;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,790960846;0;0;0;0;2,790960846;3
1334;CENTRO UNIVERSITÁRIO FACISA;;Centro Universitário;Privada Com Fins Lucrativos;PB;4;1;2,969426022;0;0;0;0;2,969426022;4
1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Centro Universitário;Privada Sem Fins Lucrativos;PR;24;1;2,92820791;0;0;0;0;2,92820791;3
1337;FACULDADE MATER DEI;FMD;Faculdade;Privada Com Fins Lucrativos;PR;8;1;2,492319185;0;0;0;0;2,492319185;3
1344;FACULDADE BORGES DE MENDONÇA;FBM;Faculdade;Privada Com Fins Lucrativos;SC;2;1;2,299729524;0;0;0;0;2,299729524;3
1345;FACULDADE ANHANGUERA DE OSASCO;;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,10798441;0;0;0;0;2,10798441;3
1346;FACULDADE BATISTA DE MINAS GERAIS;FBMG;Faculdade;Privada Sem Fins Lucrativos;MG;4;1;1,951963422;0;0;0;0;1,951963422;3
1350;FACULDADE DO VALE DO JAGUARIBE;FVJ;Faculdade;Privada Com Fins Lucrativos;CE;9;1;2,40145201;0;0;0;0;2,40145201;3
1351;CENTRO UNIVERSITÁRIO SOCIESC;;Centro Universitário;Privada Sem Fins Lucrativos;SC;24;1;3,121280302;0;0;0;0;3,121280302;4
1353;INSTITUTO DE ENSINO SUPERIOR DE GARÇA;IESG;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,521798426;0;0;0;0;2,521798426;3
1355;FACULDADES INTEGRADAS DE JAHU;FIJ;Faculdade;Privada Sem Fins Lucrativos;SP;10;1;2,708800941;0;0;0;0;2,708800941;3
1356;FACULDADES INTEGRADAS DE SANTA FÉ DO SUL;FUNEC;Faculdade;Pública Municipal;SP;13;1;2,619011861;0;0;0;0;2,619011861;3
1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO;ISERJ;Faculdade;Pública Estadual;RJ;1;1;2,782081888;0;0;0;0;2,782081888;3
1359;FACULDADE CAPIXABA DE NOVA VENÉCIA;MULTIVIX NOVA VENÉCI;Faculdade;Privada Com Fins Lucrativos;ES;9;1;3,656108114;0;0;0;0;3,656108114;4
1360;FACULDADE SÃO GABRIEL;FSG;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;PI;3;1;2,399774569;0;0;0;0;2,399774569;3
1362;FACULDADE UBAENSE OZANAM COELHO;FAGOC;Faculdade;Privada Com Fins Lucrativos;MG;6;1;2,862643577;0;0;0;0;2,862643577;3
1363;FACULDADE VISCONDE DE CAIRÚ;FAVIC;Faculdade;Privada Sem Fins Lucrativos;BA;5;1;2,522375739;0;0;0;0;2,522375739;3
1364;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA;FTC;Faculdade;Privada Com Fins Lucrativos;BA;10;1;3,090962602;0;0;0;0;3,090962602;4
1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;Centro Universitário;Privada Sem Fins Lucrativos;SP;28;0,985072178;2,833381695;0,014927822;4;0;0;2,850796765;3
1371;FACULDADE DE MIRANDÓPOLIS;FAM;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,748631604;0;0;0;0;2,748631604;3
1373;FACULDADE CASA BRANCA;FACAB;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,775538214;0;0;0;0;2,775538214;3
1374;FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE;FCSGN;Faculdade;Privada Sem Fins Lucrativos;MT;4;1;2,463214146;0;0;0;0;2,463214146;3
1375;FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA;FCARP;Faculdade;Privada Sem Fins Lucrativos;MT;4;1;2,045741728;0;0;0;0;2,045741728;3
1379;FACULDADES INTEGRADAS SÃO PEDRO;FAESA;Faculdade;Privada Sem Fins Lucrativos;ES;13;1;3,313406151;0;0;0;0;3,313406151;4
1381;Faculdade Martha Falcão Wyden;FMF WYDEN;Faculdade;Privada Com Fins Lucrativos;AM;18;1;2,781094358;0;0;0;0;2,781094358;3
1382;Faculdades EST;EST;Faculdade;Privada Sem Fins Lucrativos;RS;2;0,29527105;3,076732723;0,303344867;4,141463415;0,401384083;5;4,171682186;5
1383;FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS;FAJOLCA;Faculdade;Privada Sem Fins Lucrativos;PE;3;1;2,731369112;0;0;0;0;2,731369112;3
1384;FACULDADE SANTA HELENA;FSH;Faculdade;Privada Sem Fins Lucrativos;PE;3;1;3,072450512;0;0;0;0;3,072450512;4
1385;FACULDADES INTEGRADAS IPEP;FIPEP;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,118258946;0;0;0;0;2,118258946;3
1386;FACULDADE ESAMC CAMPINAS;ESAMC;Faculdade;Privada Com Fins Lucrativos;SP;17;1;2,398121159;0;0;0;0;2,398121159;3
1387;FACULDADE OCTÓGONO;FOCO;Faculdade;Privada Com Fins Lucrativos;SP;1;1;3,22530593;0;0;0;0;3,22530593;4
1388;FACULDADE SUMARÉ;ISES;Faculdade;Privada Com Fins Lucrativos;SP;47;1;3,508528928;0;0;0;0;3,508528928;4
1394;FACULDADE CASTRO ALVES;FCA;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;BA;2;1;2,515446255;0;0;0;0;2,515446255;3
1395;FACULDADE DE CALDAS NOVAS;UNICALDAS;Faculdade;Privada Com Fins Lucrativos;GO;6;1;1,683159248;0;0;0;0;1,683159248;2
1396;Centro Universitário Dinâmica das Cataratas;UDC;Centro Universitário;Privada Com Fins Lucrativos;PR;31;1;2,726124279;0;0;0;0;2,726124279;3
1400;FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS;FAIND/SJP;Faculdade;Privada Sem Fins Lucrativos;PR;8;1;2,912881743;0;0;0;0;2,912881743;3
1401;FACULDADE ADELMAR ROSADO;FAR;Faculdade;Privada Com Fins Lucrativos;PI;2;1;2,611442495;0;0;0;0;2,611442495;3
1402;INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS;ICSH;Faculdade;Privada Com Fins Lucrativos;GO;2;1;1,325388996;0;0;0;0;1,325388996;2
1403;FACULDADE DE PIMENTA BUENO;FAP;Faculdade;Privada Com Fins Lucrativos;RO;5;1;3,259890924;0;0;0;0;3,259890924;4
1404;FACULDADE DE PIRACANJUBA;FAP;Faculdade;Privada Com Fins Lucrativos;GO;1;1;1,293112596;0;0;0;0;1,293112596;2
1409;FACULDADE DO CENTRO LESTE;UCL;Faculdade;Privada Sem Fins Lucrativos;ES;14;1;3,104544004;0;0;0;0;3,104544004;4
1410;FACULDADE ÁREA I WYDEN;ÁREA 1 WYDEN;Faculdade;Privada Com Fins Lucrativos;BA;6;1;2,74465549;0;0;0;0;2,74465549;3
1411;FACULDADE DOIS DE JULHO;F2J;Faculdade;Privada Sem Fins Lucrativos;BA;2;1;2,479127348;0;0;0;0;2,479127348;3
1412;FACULDADE ANHANGUERA DE JUNDIAÍ;;Faculdade;Privada Com Fins Lucrativos;SP;13;1;1,982564627;0;0;0;0;1,982564627;3
1413;FACULDADE DE PRIMAVERA;CESPRI;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;1,951812304;0;0;0;0;1,951812304;3
1414;CENTRO UNIVERSITÁRIO SÃO LUCAS;UniSL;Centro Universitário;Privada Com Fins Lucrativos;RO;10;1;2,926032684;0;0;0;0;2,926032684;3
1417;FACULDADE CNEC CAMPO LARGO;;Faculdade;Privada Sem Fins Lucrativos;PR;3;1;2,449890707;0;0;0;0;2,449890707;3
1418;CENTRO UNIVERSITÁRIO TOLEDO;UNITOLEDO;Centro Universitário;Privada Com Fins Lucrativos;SP;20;1;2,960979343;0;0;0;0;2,960979343;4
1419;CENTRO UNIVERSITÁRIO CURITIBA;UNICURITIBA;Centro Universitário;Privada Com Fins Lucrativos;PR;11;0,960231135;2,889397101;0,039768865;4,5;0;0;2,95344895;4
1420;FACULDADES DE DRACENA;;Faculdade;Privada Sem Fins Lucrativos;SP;9;1;2,497056102;0;0;0;0;2,497056102;3
1422;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;Centro Universitário;Privada Com Fins Lucrativos;AM;40;1;2,768507056;0;0;0;0;2,768507056;3
1423;FACULDADE IDEAL WYDEN;FACI WYDEN;Faculdade;Privada Com Fins Lucrativos;PA;9;1;2,802395689;0;0;0;0;2,802395689;3
1426;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA;ILES;Faculdade;Privada Sem Fins Lucrativos;GO;9;1;2,363071459;0;0;0;0;2,363071459;3
1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;FSG;Centro Universitário;Privada Com Fins Lucrativos;RS;15;1;2,470289261;0;0;0;0;2,470289261;3
1428;INSTITUTO DE ENSINO SUPERIOR PLANALTO;IESPLAN;Faculdade;Privada Com Fins Lucrativos;DF;4;1;1,572518097;0;0;0;0;1,572518097;2
1429;FACULDADE BATISTA DO RIO DE JANEIRO;FABAT;Faculdade;Privada Sem Fins Lucrativos;RJ;2;1;2,157537804;0;0;0;0;2,157537804;3
1430;CENTRO UNIVERSITÁRIO INGÁ;;Centro Universitário;Privada Sem Fins Lucrativos;PR;20;0,984775867;3,061826006;0,015224133;4;0;0;3,076108892;4
1432;FACULDADE BERTIOGA;FABE;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,395200072;0;0;0;0;2,395200072;3
1433;FACULDADE ORÍGENES LESSA;FACOL;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;2,470001377;0;0;0;0;2,470001377;3
