Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
4661;Faculdade de Paraíso do Norte;FAPAN;Faculdade;Privada Com Fins Lucrativos;PR;3;1;2,163127007;0;0;0;0;2,163127007;3
4669;FACULDADE DELTA;FACULDADE DELTA;Faculdade;Privada Com Fins Lucrativos;GO;6;1;2,788965827;0;0;0;0;2,788965827;3
4674;FACULDADE PORTO DAS ÁGUAS;FAPAG;Faculdade;Privada Com Fins Lucrativos;SC;3;1;2,294454409;0;0;0;0;2,294454409;3
4681;FACULDADE CENTRO PAULISTANO;;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,100304906;0;0;0;0;2,100304906;3
4699;FACULDADE NOROESTE;FAN;Faculdade;Privada Com Fins Lucrativos;GO;3;1;3,268702593;0;0;0;0;3,268702593;4
4700;FACULDADE NOVA ROMA;FNR;Faculdade;Privada Com Fins Lucrativos;PE;3;1;3,05094554;0;0;0;0;3,05094554;4
4702;CENTRO UNIVERSITÁRIO BRASILEIRO;UNIBRA;Centro Universitário;Privada Com Fins Lucrativos;PE;6;1;2,944516448;0;0;0;0;2,944516448;3
4714;Faculdade de Ensino Regional Alternativa;FERA;Faculdade;Privada Com Fins Lucrativos;AL;1;1;1,855249313;0;0;0;0;1,855249313;2
4722;FACULDADES INTEGRADAS VIANNA JÚNIOR;FIVJ;Faculdade;Privada Com Fins Lucrativos;MG;5;1;2,600851666;0;0;0;0;2,600851666;3
4724;FACULDADE DE CIÊNCIAS HUMANAS DE CRUZEIRO;FACIC;Faculdade;Privada Sem Fins Lucrativos;SP;5;1;2,534150634;0;0;0;0;2,534150634;3
4725;FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;FATEGIDIO;Faculdade;Privada Com Fins Lucrativos;MG;1;1;2,189142469;0;0;0;0;2,189142469;3
4729;FACULDADE CENECISTA DE RIO BONITO;FACERB;Faculdade;Privada Sem Fins Lucrativos;RJ;1;1;1,830992018;0;0;0;0;1,830992018;2
4731;FACULDADE MESSIANICA;;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,871786128;0;0;0;0;1,871786128;2
4732;FACULDADE DE TECNOLOGIA SENAC DF;FAC SENAC DF;Faculdade;Privada Sem Fins Lucrativos;DF;5;1;2,039483088;0;0;0;0;2,039483088;3
4739;FACULDADE PRESBITERIANA AUGUSTO GALVÃO;FAPAG;Faculdade;Privada Sem Fins Lucrativos;BA;0;NA;0;0;0;0;0;NA;SC
4742;Faculdade Joaquim Nabuco de Olinda;FJN - Olinda;Faculdade;Privada Sem Fins Lucrativos;PE;7;1;2,445206378;0;0;0;0;2,445206378;3
4751;FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ;FATECIE;Faculdade;Privada Com Fins Lucrativos;PR;3;1;3,156771723;0;0;0;0;3,156771723;4
4756;CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ;USJ;Centro Universitário;Pública Municipal;SC;4;1;2,481513006;0;0;0;0;2,481513006;3
4765;FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA;;Faculdade;Privada Com Fins Lucrativos;PR;2;1;1,890971531;0;0;0;0;1,890971531;2
4766;FACULDADE UNA DE CONTAGEM;FUNAC;Faculdade;Privada Com Fins Lucrativos;MG;10;1;3,312978805;0;0;0;0;3,312978805;4
4773;FACULDADE IBS;IBS;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,545842219;0;0;0;0;2,545842219;3
4777;FACULDADE KENNEDY DE BELO HORIZONTE;FKBH;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,530125337;0;0;0;0;2,530125337;3
4780;FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ;FACISA;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;MG;2;1;1,833982035;0;0;0;0;1,833982035;2
4784;FACULDADE CDL;;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;CE;2;1;2,77042888;0;0;0;0;2,77042888;3
4785;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA;IFRO;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;RO;8;1;2,703290993;0;0;0;0;2,703290993;3
4786;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS;IFTO;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;TO;17;1;2,48582248;0;0;0;0;2,48582248;3
4793;FACULDADES INTEGRADAS DE ITARARÉ;FAFIT-FACIC;Faculdade;Privada Com Fins Lucrativos;SP;7;1;1,956583307;0;0;0;0;1,956583307;3
4810;FACULDADE ANTÔNIO MENEGHETTI;AMF;Faculdade;Privada Com Fins Lucrativos;RS;2;1;2,6785773;0;0;0;0;2,6785773;3
4821;FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE;FACIGE;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;MG;1;1;2,56625534;0;0;0;0;2,56625534;3
4823;FACULDADE DE TECNOLOGIA EVOLUÇÃO;FECET;Faculdade;Privada Com Fins Lucrativos;CE;3;1;2,467629757;0;0;0;0;2,467629757;3
4826;FACULDADE ANHANGÜERA DE CAMPINAS;;Faculdade;Privada Com Fins Lucrativos;SP;29;1;2,127754536;0;0;0;0;2,127754536;3
4836;FACULDADE DE EDUCAÇÃO  ACRIANA EUCLIDES DA CUNHA;INEC;Faculdade;Privada Sem Fins Lucrativos;AC;1;1;1,714373285;0;0;0;0;1,714373285;2
4846;FACULDADE VÉRTICE;VÉRTICE;Faculdade;Privada Com Fins Lucrativos;MG;8;1;1,985934848;0;0;0;0;1,985934848;3
4847;FACULDADE DIOCESANA DE MOSSORÓ;;Faculdade;Privada Sem Fins Lucrativos;RN;1;1;2,777357472;0;0;0;0;2,777357472;3
4849;Centro Universitário Tocantinense Presidente Antônio Carlos;UNITPAC;Centro Universitário;Privada Com Fins Lucrativos;TO;12;1;2,917862196;0;0;0;0;2,917862196;3
4858;ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE;ESSA;Faculdade;Especial;PE;3;1;1,933659175;0;0;0;0;1,933659175;2
4863;FACULDADE PITÁGORAS DE POÇOS DE CALDAS;;Faculdade;Privada Com Fins Lucrativos;MG;8;1;2,536082427;0;0;0;0;2,536082427;3
4865;FACULDADE PITÁGORAS DE SÃO LUIZ;;Faculdade;Privada Com Fins Lucrativos;MA;14;1;2,329229708;0;0;0;0;2,329229708;3
4867;FACULDADE PITÁGORAS DE GUARAPARI;;Faculdade;Privada Com Fins Lucrativos;ES;3;1;2,447986765;0;0;0;0;2,447986765;3
4873;FACULDADE DE TECNOLOGIA DE TAUBATÉ;ETEP;Faculdade;Privada Com Fins Lucrativos;SP;5;1;1,92688271;0;0;0;0;1,92688271;2
4878;FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA;;Faculdade;Privada Com Fins Lucrativos;SP;7;1;2,235051989;0;0;0;0;2,235051989;3
4889;FACULDADE DE CONCHAS;;Faculdade;Privada Com Fins Lucrativos;SP;1;1;2,187803573;0;0;0;0;2,187803573;3
4899;FACULDADE DE CIÊNCIAS MÉDICAS DA BAHIA;CIENCIAS MEDICAS;Faculdade;Privada Com Fins Lucrativos;BA;1;NA;0;0;0;0;0;NA;SC
4901;FACULDADE FASIPE;FASIPE;Faculdade;Privada Com Fins Lucrativos;MT;5;1;2,50502767;0;0;0;0;2,50502767;3
4902;FACULDADE BATISTA PIONEIRA;;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;3,074795419;0;0;0;0;3,074795419;4
4915;FACULDADE ESTÁCIO DE CASTANHAL;ESTÁCIO CASTANHAL;Faculdade;Privada Com Fins Lucrativos;PA;8;1;2,584255218;0;0;0;0;2,584255218;3
4917;FACULDADE ANGLO;;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,520636559;0;0;0;0;2,520636559;3
4922;FACULDADE INTEGRADA DAS CATARATAS;;Faculdade;Privada Com Fins Lucrativos;PR;2;1;2,538332403;0;0;0;0;2,538332403;3
4925;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;UFABC;Universidade;Pública Federal;SP;22;0,53379575;3,496825421;0,297373081;4,43373494;0,168831169;4,679381443;3,975089407;5
4926;FACULDADE DE TECNOLOGIA DE PRAIA GRANDE;FATECPG;Faculdade;Pública Estadual;SP;3;1;2,5155767;0;0;0;0;2,5155767;3
4938;FACULDADE CLARETIANA DE TEOLOGIA;;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;3,027185289;0;0;0;0;3,027185289;4
4943;ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA;;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,877685948;0;0;0;0;3,877685948;4
4945;FACULDADE INTERNACIONAL DO DELTA;INTA;Faculdade;Privada Sem Fins Lucrativos;PI;2;1;2,668093889;0;0;0;0;2,668093889;3
4950;FACULDADE AUM;;Faculdade;Privada Com Fins Lucrativos;MT;4;1;1,62598113;0;0;0;0;1,62598113;2
4959;FACULDADE PITÁGORAS DE FEIRA DE SANTANA;;Faculdade;Privada Com Fins Lucrativos;BA;2;1;2,399010903;0;0;0;0;2,399010903;3
4962;CENTRO UNIVERSITÁRIO DE SETE LAGOAS;UNIFEMM;Centro Universitário;Privada Sem Fins Lucrativos;MG;17;0,990855299;2,706429184;0,009144701;4;0;0;2,718258503;3
4964;FACULDADE DE CIÊNCIAS E TECNOLOGIA DO MARANHÃO;FACEMA;Faculdade;Privada Com Fins Lucrativos;MA;8;1;2,632736761;0;0;0;0;2,632736761;3
4969;FACULDADE ITOP;ITOP;Faculdade;Privada Com Fins Lucrativos;TO;3;1;3,084914822;0;0;0;0;3,084914822;4
4983;FACULDADE DE SÃO JOSÉ DOS CAMPOS;BILAC;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,224041466;0;0;0;0;2,224041466;3
4992;FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL;FTC SERTÃO CENTRAL;Faculdade;Privada Sem Fins Lucrativos;CE;1;1;2,637611888;0;0;0;0;2,637611888;3
4995;FACULDADE CRUZ AZUL;FACRAZ;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,144923122;0;0;0;0;2,144923122;3
5013;CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE;UEZO;Centro Universitário;Pública Estadual;RJ;5;0,847250509;2,818260354;0,152749491;4;0;0;2,998770483;4
5016;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ R DE JANEIRO;Faculdade;Pública Estadual;RJ;1;1;3,102054726;0;0;0;0;3,102054726;4
5017;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ PETRÓPOLIS;Faculdade;Pública Estadual;RJ;1;1;2,355923935;0;0;0;0;2,355923935;3
5018;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT;ISEPAM;Faculdade;Pública Estadual;RJ;1;1;2,006753032;0;0;0;0;2,006753032;3
5020;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ S ANT. PÁDUA;Faculdade;Pública Estadual;RJ;1;1;2,064735324;0;0;0;0;2,064735324;3
5021;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ ITAPERUNA;Faculdade;Pública Estadual;RJ;1;1;2,540408347;0;0;0;0;2,540408347;3
5023;FACULDADE SANTO AUGUSTO;FAINTER;Faculdade;Privada Com Fins Lucrativos;RS;3;1;1,935532275;0;0;0;0;1,935532275;2
5036;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;IF Catarinense;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;SC;22;0,982611913;3,081948058;0,017388087;4;0;0;3,097911225;4
5038;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ;FACIMAB;Faculdade;Privada Com Fins Lucrativos;PA;2;1;1,452537043;0;0;0;0;1,452537043;2
5044;FACULDADE DE DIREITO DE GARANHUNS;FDG;Faculdade;Pessoa Jurídica De Direito Público - Municipal;PE;1;1;1,802036215;0;0;0;0;1,802036215;2
5045;FACULDADE DE TECNOLOGIA PAULISTA;;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,367227101;0;0;0;0;2,367227101;3
5046;FACULDADE POLIS DAS ARTES;;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,345128586;0;0;0;0;1,345128586;2
5048;FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL;;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,973542563;0;0;0;0;2,973542563;4
5051;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ BJ ITABAPOAN;Faculdade;Pública Estadual;RJ;1;1;2,220035104;0;0;0;0;2,220035104;3
5052;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ TRÊS RIOS;Faculdade;Pública Estadual;RJ;2;1;2,656260328;0;0;0;0;2,656260328;3
5053;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO;FAETERJ PARACAMBI;Faculdade;Pública Estadual;RJ;2;1;2,454717995;0;0;0;0;2,454717995;3
5066;FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM;;Faculdade;Privada Com Fins Lucrativos;MG;5;1;2,719062185;0;0;0;0;2,719062185;3
5077;UNIVERSIDADE ESTADUAL DE RORAIMA;UERR;Universidade;Pública Estadual;RR;17;0,899031812;2,289805215;0,100968188;4,147928994;0;0;2,477416606;3
5105;FACULDADE INTERNACIONAL SIGNORELLI;;Faculdade;Privada Com Fins Lucrativos;RJ;3;1;2,278641659;0;0;0;0;2,278641659;3
5107;FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;2,690030667;0;0;0;0;2,690030667;3
5124;FACULDADE FACMIL;;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,9541075;0;0;0;0;1,9541075;3
5131;FACULDADE DE TECNOLOGIA SENAC CAÇADOR;SENAC;Faculdade;Privada Sem Fins Lucrativos;SC;1;1;2,261665639;0;0;0;0;2,261665639;3
5133;FACULDADE DE TECNOLOGIA SENAC SÃO MIGUEL DO OESTE;;Faculdade;Privada Sem Fins Lucrativos;SC;2;1;2,132921625;0;0;0;0;2,132921625;3
5186;INSTITUTO ASSIS GURGACZ;;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;3,059499642;0;0;0;0;3,059499642;4
5215;CENTRO UNIVERSITÁRIO PADRE ALBINO;;Centro Universitário;Privada Sem Fins Lucrativos;SP;8;1;3,288773258;0;0;0;0;3,288773258;4
5216;FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA;;Faculdade;Privada Com Fins Lucrativos;SP;4;1;2,116150753;0;0;0;0;2,116150753;3
5217;FACULDADES INTEGRADAS PAULISTA;FIP;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,098128706;0;0;0;0;2,098128706;3
5228;FACULDADE RAIMUNDO MARINHO;FRM;Faculdade;Privada Sem Fins Lucrativos;AL;5;1;1,653020868;0;0;0;0;1,653020868;2
5242;UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL;UNEAL;Universidade;Pública Estadual;AL;32;0,995958111;2,266958642;0,004041889;4;0;0;2,273963402;3
5243;FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT;FCJSD;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,207151652;0;0;0;0;2,207151652;3
5276;Faculdade Doctum de Carangola;DOCTUM;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,158511034;0;0;0;0;2,158511034;3
5277;FACULDADE FORTIUM;;Faculdade;Privada Com Fins Lucrativos;DF;9;1;2,325694619;0;0;0;0;2,325694619;3
5285;FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Faculdade;Privada Sem Fins Lucrativos;RS;13;0,989361702;2,787575803;0,010638298;4;0;0;2,800473932;3
5288;FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO;;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,5731856;0;0;0;0;2,5731856;3
5290;FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA;;Faculdade;Privada Com Fins Lucrativos;DF;1;1;1,845675532;0;0;0;0;1,845675532;2
5303;FACULDADE ANHANGÜERA DE DOURADOS;FAD;Faculdade;Privada Com Fins Lucrativos;MS;5;1;2,139128629;0;0;0;0;2,139128629;3
5312;Centro Universitário UNIFAAT;;Centro Universitário;Privada Com Fins Lucrativos;SP;18;1;2,907155188;0;0;0;0;2,907155188;3
5313;Faculdades Unificadas de Cataguases;FUC;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;3,177228006;0;0;0;0;3,177228006;4
5314;Faculdades Unificadas de Guarapari;FUG;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;ES;3;1;3,468082075;0;0;0;0;3,468082075;4
5315;Faculdades Unificadas de Iúna;FUI;Faculdade;Privada Sem Fins Lucrativos;ES;2;1;2,697278384;0;0;0;0;2,697278384;3
5316;Faculdades Unificadas de Leopoldina;FUL;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;2,863751047;0;0;0;0;2,863751047;3
5317;FACULDADE PORTO-ALEGRENSE;FAPA;Faculdade;Privada Sem Fins Lucrativos;RS;6;1;2,586693803;0;0;0;0;2,586693803;3
5318;FACULDADE GUILHERME GUIMBALA;FGG;Faculdade;Privada Sem Fins Lucrativos;SC;4;1;1,841123283;0;0;0;0;1,841123283;2
5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pública Federal;RS;41;0,892271043;2,965538803;0,091053467;4,192152918;0,01667549;4,5;3,102814164;4
5362;Faculdade UNIRB - ARACAJU;;Faculdade;Privada Com Fins Lucrativos;SE;3;1;2,723761457;0;0;0;0;2,723761457;3
5369;FACULDADES INTEGRADAS ASMEC;ASMEC;Faculdade;Privada Com Fins Lucrativos;MG;6;1;2,597509075;0;0;0;0;2,597509075;3
5370;Faculdades Unificadas de Teófilo Otoni;FUTO;Faculdade;Privada Sem Fins Lucrativos;MG;10;1;2,524448169;0;0;0;0;2,524448169;3
5387;FACULDADE IMPACTA DE TECNOLOGIA;FIT;Faculdade;Privada Sem Fins Lucrativos;SP;5;1;2,77318991;0;0;0;0;2,77318991;3
5394;INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI;FENORD;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,174885626;0;0;0;0;2,174885626;3
5403;CENTRO UNIVERSITÁRIO OPET;Uniopet;Centro Universitário;Privada Com Fins Lucrativos;PR;17;1;2,645215283;0;0;0;0;2,645215283;3
5439;FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC;FACIPLAC;Faculdade;Privada Com Fins Lucrativos;DF;12;1;2,946874959;0;0;0;0;2,946874959;4
5451;FACULDADE ANHANGÜERA DE BAURU;;Faculdade;Privada Com Fins Lucrativos;SP;15;1;2,253421352;0;0;0;0;2,253421352;3
5473;FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA;FACITE;Faculdade;Privada Com Fins Lucrativos;BA;2;1;1,941565252;0;0;0;0;1,941565252;2
5511;FACULDADE CAMPO REAL;CAMPO REAL;Faculdade;Privada Com Fins Lucrativos;PR;9;1;3,096193185;0;0;0;0;3,096193185;4
5518;FACULDADE GUARAPUAVA;FG;Faculdade;Privada Com Fins Lucrativos;PR;7;1;2,05582242;0;0;0;0;2,05582242;3
5520;FACULDADE CATHEDRAL;FACES;Faculdade;Privada Com Fins Lucrativos;RR;8;1;2,956457788;0;0;0;0;2,956457788;4
5544;FACULDADE PRESIDENTE ANTÔNIO CARLOS;FAPAC;Faculdade;Privada Com Fins Lucrativos;TO;5;1;2,812947496;0;0;0;0;2,812947496;3
5550;FACULDADE ANHANGUERA DE ANÁPOLIS;;Faculdade;Privada Com Fins Lucrativos;GO;20;1;2,005095523;0;0;0;0;2,005095523;3
5555;FACULDADE ANHANGUERA DE JACAREÍ;;Faculdade;Privada Com Fins Lucrativos;SP;9;1;2,472898252;0;0;0;0;2,472898252;3
5591;FACULDADES INTEGRADAS CAMÕES;FICA;Faculdade;Privada Com Fins Lucrativos;PR;8;1;2,331283511;0;0;0;0;2,331283511;3
5592;FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE;FUNORTE;Faculdade;Privada Com Fins Lucrativos;MG;11;1;2,414419835;0;0;0;0;2,414419835;3
5593;FACULDADE ADVENTISTA DE HORTOLÂNDIA - UNASP HORTOLÂNDIA;FAH/UNASP-HT;Faculdade;Privada Sem Fins Lucrativos;SP;5;1;2,790537762;0;0;0;0;2,790537762;3
5599;LIBERTAS - FACULDADES INTEGRADAS;LIBERTAS;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,571510698;0;0;0;0;2,571510698;3
5600;FACULDADES INTEGRADAS SÃO JUDAS TADEU;SJT;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;2,339689903;0;0;0;0;2,339689903;3
5627;FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE;FATEC;Faculdade;Pública Estadual;SP;4;1;2,692277144;0;0;0;0;2,692277144;3
5633;FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA;;Faculdade;Pública Estadual;SP;2;1;2,437851532;0;0;0;0;2,437851532;3
5663;FACULDADE DE VARGEM GRANDE PAULISTA;;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,680473155;0;0;0;0;1,680473155;2
5664;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA;FACISA;Faculdade;Pessoa Jurídica De Direito Público - Municipal;PE;2;1;1,334089736;0;0;0;0;1,334089736;2
5668;FACULDADE ANHANGUERA DE JOINVILLE;;Faculdade;Privada Com Fins Lucrativos;SC;10;1;2,645834883;0;0;0;0;2,645834883;3
5669;FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS;ETEP;Faculdade;Privada Com Fins Lucrativos;SP;14;1;1,838160902;0;0;0;0;1,838160902;2
5670;FACULDADES UNIDAS DO VALE DO ARAGUAIA;UNIVAR;Faculdade;Privada Sem Fins Lucrativos;MT;14;1;2,573354346;0;0;0;0;2,573354346;3
5671;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;;Centro Universitário;Privada Sem Fins Lucrativos;RJ;8;1;1,89985416;0;0;0;0;1,89985416;2
5701;UNIVERSIDADE DO ESTADO DO AMAPÁ;UEAP;Universidade;Pública Estadual;AP;8;1;2,004449798;0;0;0;0;2,004449798;3
5706;FACULDADE MUNICIPAL DE PALHOÇA;FMP;Faculdade;Pública Municipal;SC;2;1;2,807518739;0;0;0;0;2,807518739;3
10058;FACULDADE DE TECNOLOGIA DE VALENÇA;;Faculdade;Privada Com Fins Lucrativos;BA;1;1;2,181239438;0;0;0;0;2,181239438;3
10071;FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS;ITEPAFACULDADES;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;3,31296592;0;0;0;0;3,31296592;4
10116;FACULDADE DE TECNOLOGIA SENAI MATO GROSSO (FATEC SENAI MT);FATEC SENAI MT;Faculdade;Privada Sem Fins Lucrativos;MT;1;1;2,612628059;0;0;0;0;2,612628059;3
10323;FACULDADE DE TECNOLOGIA BANDEIRANTES;BANDTEC;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,464692492;0;0;0;0;2,464692492;3
10349;FACULDADE DE TECNOLOGIA IPPEO;IPPEO;Faculdade;Privada Com Fins Lucrativos;PR;1;1;1,864928079;0;0;0;0;1,864928079;2
10385;INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES;ITESP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,000155231;0;0;0;0;3,000155231;4
10418;FACULDADE HSM;;Faculdade;Privada Com Fins Lucrativos;SP;0;NA;0;0;0;0;0;NA;SC
10588;FACULDADE UNINABUCO SÃO LOURENÇO DA MATA;;Faculdade;Privada Sem Fins Lucrativos;PE;2;1;2,584168856;0;0;0;0;2,584168856;3
10685;FACULDADE NORTE CAPIXABA DE SAO MATEUS;MULTIVIX SÃO MATEUS;Faculdade;Privada Com Fins Lucrativos;ES;6;1;3,1141308;0;0;0;0;3,1141308;4
10836;FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.;FAC-UNILAGOS;Faculdade;Privada Com Fins Lucrativos;RJ;4;1;3,111333927;0;0;0;0;3,111333927;4
11007;FACULDADE CENTRO OESTE;FACEOPAR;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,930686235;0;0;0;0;2,930686235;3
11289;ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO;ESNS-SP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,417040173;0;0;0;0;3,417040173;4
11308;FACULDADE ANHANGUERA DE SUMARÉ;FACSUMARÉ;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,01716332;0;0;0;0;2,01716332;3
11429;FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL;FASURGS;Faculdade;Privada Com Fins Lucrativos;RS;1;1;2,609766849;0;0;0;0;2,609766849;3
11544;FACULDADE METROPOLITANA DE ANÁPOLIS;FAMA;Faculdade;Privada Com Fins Lucrativos;GO;9;1;2,114949338;0;0;0;0;2,114949338;3
11563;FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL;;Faculdade;Privada Com Fins Lucrativos;RS;4;1;2,344522662;0;0;0;0;2,344522662;3
11586;FACULDADES NETWORK - CAMPUS SUMARÉ;;Faculdade;Privada Com Fins Lucrativos;SP;1;1;1,900520125;0;0;0;0;1,900520125;2
11593;FACULDADE  APOENA;;Faculdade;Privada Com Fins Lucrativos;AP;3;1;1,722649584;0;0;0;0;1,722649584;2
11604;FACULDADE SANTA RITA DE CHAPECÓ;;Faculdade;Privada Sem Fins Lucrativos;SC;4;1;2,822842613;0;0;0;0;2,822842613;3
11645;FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA;FAEV;Faculdade;Privada Sem Fins Lucrativos;RO;2;1;3,142927114;0;0;0;0;3,142927114;4
11750;FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM;-;Faculdade;Privada Com Fins Lucrativos;SP;4;1;2,222869245;0;0;0;0;2,222869245;3
11752;FACULDADE IDEAL PAULISTA;FIP;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;SP;1;1;3,339712976;0;0;0;0;3,339712976;4
